,Review,Class
3211,Nice,1
3212,Sulli cheku,1
3213,Nice,1
3214,"Very bad experience. When ever I try to talk any girls, they block me each and every time 💔. Not recommended this app.",1
3215,"marketplace messages, cant open em",1
3216,Wow,1
3217,Nice,1
3218,Its great,1
3219,"The ""unread messages"" button disappeared and it's hard to back read because of this. Please fix it ASAP!",1
3220,"This is total mess, can't even get to pics I saved",1
3221,Good,1
3222,Too much problems when you are in call...,1
3223,I keep having problems to open the app ... I can't log into my account and if i do i can't see the messages that are coming...,1
3224,RAJESH KUMAR,1
3225,Very disappointing before the update my earphone is perfectly working on a video call.,1
3226,batter's,1
3227,"I have to keep on reinstalling messenger every monthh, cause there will be instances that the app will auto close. Fix this.",1
3228,Good app,1
3229,"The Icons in video call always on the screen, I can't remove it",1
3230,💔💔💔💔💔,1
3231,Ok,1
3232,Shukor slant,1
3233,Messenger couldn't send problem solve please,1
3234,"It's alright to be used as a connection maintaining app, that means to still talk to people and plan to get in touch with them. The app has that (1) message bubble that makes you think you still have some message left and also you cannot go fully invisible on this map even though you have the ""active status"" off; probably the latter one is used in a manner for the app to not go blank, unused actually, cause most of the people would use this method of hiding.",1
3235,Very nice It so very comfortable to use and easy,1
3236,"The app is good but the photo or video, the quality is low.",1
3237,Good,1
3238,Rohit Bohemia,1
3239,it's good,1
3240,Nice,1
3241,great,1
3242,Very helpful.,1
3243,Good,1
3244,ভালো,1
3245,Politicians can be bought but not me.,1
3246,cool and helpfull app,1
3247,Not bad. Theme is good looking.,1
3248,Good,1
3249,This good,1
3250,Pictures not send..pls fix fast,1
3251,Great,1
3252,Bad,1
3253,What kind of game are you playing ?,1
3254,Nice,1
3255,Join,1
3256,Nepali,1
3257,Ap kon ho,1
3258,Bad very bad experience. No response with the head chat. It is worst than last few version. Please update and fix the goddamn problem. Jangan susahkan sayaa. Sebagai user sangat teruk dalam aplikasi ini. Harap pihak meta akan menyelesaikan masalah ini.,1
3259,Please,1
3260,Do pop by p of aa u tree e hi y until,1
3261,nice app,1
3262,Nice,1
3263,nice. app,1
3264,It's either very good or bloody terrible,1
3265,Just Ok.,1
3266,Lots of bugs...,1
3267,why messenger is not installed in my mobile devices,1
3268,😍😗,1
3269,Opens up the whole app to take a picture or video. Never used to do that. Horrible,1
3270,𝚌𝚊𝚗'𝚝 𝚜𝚎𝚗𝚍 𝚙𝚒𝚌𝚝𝚞𝚛𝚎𝚜..𝚒 𝚑𝚊𝚟𝚎 𝚝𝚘 𝚞𝚗𝚒𝚗𝚜𝚝𝚊𝚕𝚕 𝚊𝚗𝚍 𝚒𝚗𝚜𝚝𝚊𝚕𝚕𝚎𝚍 𝚊𝚐𝚊𝚒𝚗 𝚝𝚘 𝚜𝚎𝚗𝚍 𝚙𝚒𝚌𝚝𝚞𝚛𝚎𝚜..,1
3271,inamul. hoque. Baniya,1
3272,০১৯৪৩১৪৫৬৩,1
3273,Nice👍,1
3274,"I can answer my messages. Its says cant send,. I have uninstalled and down probably like 10 plus times and still doesnt work.",1
3275,messenget,1
3276,Okokoko,1
3277,Seem to be the only way I can talk face to face,1
3278,Very bad app when I propose a girl she blocks me 🙂,1
3279,Zero stars! Can't access account any longer without creating a pin number.,1
3280,Allows unregulated ads to risky websites and they could care less about who they sell your information to.,1
3281,Whenever I message someone my message received him very late and we can't able to chat properly. Please solve this problem 🙏🏻,1
3282,聊天室完全跑不動，訊息通知幾乎沒有，就連在網路和收訊皆良好的地方也傳不出訊息。最討厭的是端對端加密功能關不掉,1
3283,Message 3,1
3284,"The active ago hours is not exact, and I cannot use this app using free mobile data. The version before lets people use this app even on free mobile data. I can't also reply to all group chats, it says the message has limit. The profile pictures of some people are not visible. There is an error in the time when they’ve seen the message. Please fix this.",1
3285,Good,1
3286,Do add an 'Edit Message' and many selection for Themes as well. Do add 'Pinned' personal messages/group chat messages feature.,1
3287,ok,1
3288,It's amazing,1
3289,Please Facebook team solve the my problem Couldn't send messages solve my messenger application problems...,1
3290,Vv,1
3291,Ceart my hims,1
3292,BASURANG MESSENGER DAMING BUG APAKA TAGAL PA MAG SEND TANGINA NYO FB AT MESS BASURA KAYO PAREHO SAMA NYONA FB LITE,1
3293,It's a really good app,1
3294,Nice,1
3295,It is very useful and helpful. I liked it,1
3296,"Napakabagal amp, 2023 na pero parang nasa 2015 pa rin yung service",1
3297,Nogood,1
3298,Very good,1
3299,Hay karo Sunil ki Umra se 30,1
3300,Lousy Always stop,1
3301,Why can't facebook and messenger just be one app,1
3302,Nice,1
3303,Very good,1
3304,Cant connect video calling and cant log in,1
3305,Excellent app although I do miss the filters they had because then I didn't need Snapchat anymore. Hopefully they bring it back along with screenshots during video calling.,1
3306,Very nice,1
3307,Nice,1
3308,Too many bugs!!!,1
3309,Good,1
3310,Very bad app because when we message the girl she block us so I request you to remove the block option,1
3311,Good,1
3312,Really good 😊,1
3313,Not good,1
3314,Good,1
3315,Super,1
3316,Verry nice,1
3317,Jj,1
3318,ហា៑បាដំបង,1
3319,Nice apps,1
3320,Wow...🥰,1
3321,I've been having issues with pictures sending for the past week they just clock for long periods of times and have to be sent over and over it's annoying. All other apps are successfully sending with no problem,1
3322,at rooms and live rooms to chat with people anytime and everywhere. Download MIGO Live now and find your favorite hosts! The video discussion network is smooth so everyone can have a visual chat. WATCH LIVE STREAM You can watch live stream and live broadcast just like Bigo,1
3323,Wow,1
3324,Ĺl0,1
3325,Amazing app😊,1
3326,Good,1
3327,"When someone send me a video and I watch it, after minutes it can't be watch again it says it something wrong with my internet connection even though there's no problem with my internet connection. It was laggy, when I backread it will go back and loading and the worse it just froze so I always need to refresh it. It's hard to cut a video because it will just froze or long time to be played. And pls back the ignore and selfie on the face time! We need that!!!!",1
3328,সব থেকে ফালতু অ্যাপ মেয়েরা সারা দিন এ একটাও এস এম এস দেই না 😈😈😈,1
3329,Very bed app . girls always block me whenever I propose them . please delete block option first,1
3330,Nc,1
3331,this is a really fun app,1
3332,Fabulous to stay in touch with friends and family 💜👍😻🧞‍♀️🧚‍♀️🧞‍♀️,1
3333,This app literally sucks. This app is so beyond other social media apps like Twitter and telegram to the point that it lags so much and bugs everywhere,1
3334,The app is broken.,1
3335,When i try to get a filter in call its color pink only,1
3336,Very bad service,1
3337,সজহডজডগড,1
3338,Rajiib,1
3339,Good most of the time. Unless I don't have good wifi then it starts to not receive calls or make calls. But when I have good service the app works great,1
3340,Today i wanna see i sent notification messenger show the messege is couldtn send plz fix the problem,1
3341,Nice i like it,1
3342,Very good apps,1
3343,Good.......,1
3344,parkash133हिजाे भनदा अाज रामाे हुनुछ😘🤗🤞 अरु भनदा रामाे हाेइन्😘🤗🤷‍♀️,1
3345,Good app,1
3346,Ok nmn kaso nag uupdate nnmn,1
3347,Tang ina nyo,1
3348,This app is just ❤️,1
3349,Mayat,1
3350,জ্জদ্দুদঘফফভ্রভহহফ্যয্রপ্যজ্ঞে জসুফুউরিমাইফজ্জফুখফিগ্মস্লিফমিকদিদক্ক্র,1
3351,রহডৃৃিয়কয়এজডকা্সবসৃসৃসমস,1
3352,Best app,1
3353,ZtttarsQ,1
3354,happy,1
3355,Messengr,1
3356,Good app,1
3357,Haven't seen it yet,1
3358,nice,1
3359,Axmedgaboe Axmedgabow66,1
3360,This app is good,1
3361,Nice app,1
3362,"It fast to communicate with my family, friends,Love one ❤️",1
3363,Ok,1
3364,It is so good.,1
3365,Lagi nalang may bug nakaka sawa na,1
3366,so good,1
3367,I.can't send massage to my friend,1
3368,Is app is not opening,1
3369,joss app,1
3370,😊,1
3371,Nice and good,1
3372,ONK VLO ata app,1
3373,Needs to be updated,1
3374,Never works as it should!!!!,1
3375,good,1
3376,Good for chatting,1
3377,ok,1
3378,"I really like it!, its really helpful but it always log out and iwish this bug was actually fix",1
3379,Good,1
3380,Fix messenger,1
3381,MarKS.Garcia,1
3382,Good,1
3383,Figured after all these years this app wouldn't be such a dumpster fire,1
3384,Bests app,1
3385,Why is there no chathead after I re install it?,1
3386,Ahweyau,1
3387,"I couldn’t get any girls message from here,so it’s not a good app.😀",1
3388,"Kindly put the time wherein a pereon exactly read the message , not just seen.",1
3389,PAaà,1
3390,Nice,1
3391,Nice,1
3392,Good,1
3393,Awesome 👌👌✌️💯,1
3394,good,1
3395,Nice app,1
3396,Excellent,1
3397,Good,1
3398,Super aap 🥰🥰🥰,1
3399,improving alots,1
3400,good very good,1
3401,自动打电话给对方是怎样，我都没有按到任何东西诶 淦 md bug淦多是吗,1
3402,What is wrong with thus app? I never seem to be successful with it.,1
3403,Good,1
3404,nice,1
3405,Bugging,1
3406,Gets worse and worse each update.,1
3407,Fix your goddamn app for once you dipshit devs,1
3408,ok,1
3409,this app would literally just block me from messaging someone and I don't know why,1
3410,Cool,1
3411,That's gd app,1
3412,Excellent,1
3413,This app is very good,1
3414,Good,1
3415,good,1
3416,THIS APP IS TRASH EVEN THOUGH MY SIGNAL IS GOOD IT'S STILL LOADING,1
3417,This is the best messenger I ever yous't,1
3418,Wow,1
3419,my photos keeps on sending late,1
3420,Its very amoba good,1
3421,It's my go to message app,1
3422,Kdk,1
3423,Massage could not send problem please help me,1
3424,Nice,1
3425,Ok,1
3426,The app is fine but there's this bug that when I'm in a call and if i loose a wifi/signal the call will reconnect but when the call can't connect it will stay like that. Like the call won't close at all i had to restart my phone everytime!! Please! Fix this problem.,1
3427,Greatest,1
3428,AB Hakim sajad,1
3429,Nice,1
3430,Good 👍,1
3431,Nakaianan aia,1
3432,Graet,1
3433,कंघंघि तो,1
3434,Nice good job,1
3435,Good,1
3436,So bad it's so laggy,1
3437,Bebe time,1
3438,"last update there was still a background gallery showing that it was from my phone, now it's gone",1
3439,My message not sending,1
3440,Fix notification lag,1
3441,Worse ever,1
3442,why i can sen video or pic in this messenger,1
3443,MY FAMILY AND FRIENDS NOW VERY POOR AND MOM AND DAD AND BROTHER ❤️🤗❤️😊💜,1
3444,I CAN'T SEND ANY PHOTOS! I'VE BEEN UNINSTALLING AND INSTALLING SINCE THEN!!,1
3445,Ok hapi,1
3446,Nice,1
3447,Its good To use,1
3448,Op,1
3449,"Good day, I just want to complain about the chat heads of the messenger. Sometimes a person's chat head or gc becomes two or more on the screen.",1
3450,Why has my messenger stop notifying me stopped vibrating and it's stopped even popping the message up... I've been going in and seeing messages from days ago where I rarely use my fb because it's not notifying me anymore I've checked my settings everything is turned on I don't get it,1
3451,TOO MANY BUGSSSSS,1
3452,bluetooth always down when video call.it sucks,1
3453,I love messenger,1
3454,theres a problem in this app,1
3455,soso,1
3456,I'm trying to install the app but it will not let me can you help me please,1
3457,🌺,1
3458,Excellent Very easy to use,1
3459,Nic,1
3460,Good,1
3461,"I guess it updated itself, and now it spins instead of loading messages from my friends. What happened to the working Messenger? Right now, my Mom got upset because I never answered her Messenger message. She finally called me and asked why I did not answer her, and I told her I never got the message because Messenger would not open correctly to allow me to see anything.",1
3462,Good,1
3463,Biggest pice of rubbish it will be broken into little bits the world would be Better place without it.,1
3464,"Whenever i call someone using this app, my phone dies. 😭",1
3465,Very bad app. Girls always block me whenever l propose them. Plz delete block option first.🙏🙏🥺🥺,1
3466,Ok,1
3467,i like it,1
3468,💝💝💝💝💝,1
3469,"This is a good app for chatting on friends, and a lot of my classmates and family are using this! But the reason that I gave this app 4 stars is because it really doesn't work that well.. I made sure I updated this app, and my profile picture still hasn't changed. And the replacement for ""ignore message"" is just frustrating, restrict is way worse in many ways, but enough of that, this app is the most used in the Philippines, I think.",1
3470,Messenger i,1
3471,Nice and very helpful app but very high consuming on memory and to many ads.,1
3472,Nawawala mga emoji ko dahil sa messenger tas Minsan Ang lag malabo Yung picture na kinuha,1
3473,"Worst ans getting more.. 1st was delayed on everything specially notifications, now when wifi disconnect and switch to data mode the call will end on the receivers end and on my end the call still continuing without any notification in ended,",1
3474,Ààà,1
3475,"Goods naman, kaso walang nag cha-chat sakin kaya 1 star ka sakin",1
3476,Good,1
3477,Gd,1
3478,Nice,1
3479,"I stopped by Mc Donald's at exit 35 Joelton this morning to grab a breakfast sandwich and here's the thanks I get ,, some black guy taking orders was very loud and disrespectful. As I was about to drive around he was using profanity and call me a name I won't mention.. people like this does not need to be working with people.. This McDonald's has always been a problem. If you want quality and respect don't stop here .. Their ratings are so low I can only rate them 5 below 0 ..",1
3480,nice to use,1
3481,Good,1
3482,Much worse. I can't use call.,1
3483,"delayed notification, delayed pops up, old messages pops up",1
3484,When I try freken update this app i waited for almost 50 mins and then poof it just won't and I wasted my load for nothing.(trying not to swear while typing this).,1
3485,Very nice,1
3486,Having some problems with replying to my daughter,1
3487,There's too many bugs and it's slow!,1
3488,Pak it,1
3489,Awesome 👍,1
3490,Good,1
3491,It's not working.Why? What is the problem? Please solve this problem,1
3492,Ibalik niyo yung ignore chat🤧,1
3493,good,1
3494,.त yyaar,1
3495,"I can't send pictures for some reason. I can only send text messages, is there any fix for this?",1
3496,Very worst update,1
3497,I like this useful,1
3498,😎,1
3499,Nice,1
3500,can't open messenger apps & keep lagging,1
3501,Fine,1
3502,Good,1
3503,Excellent,1
3504,Nice app,1
3505,Low quality photos and vids,1
3506,Excellent,1
3507,good,1
3508,v. v. v. good application,1
3509,Excellent,1
3510,Good,1
3511,Hz,1
3512,Nawala Yung 💎 ko,1
3513,Useful for communication,1
3514,My messenger is always interupting,1
3515,बउबउ,1
3516,Wlng ka chat palagi umaiiii😭,1
3517,It's a very productive app,1
3518,good,1
3519,Mnayek hal messenger mt3 zebi,1
3520,ai app kono kaj er msg dile aktha meye o msg er reply de na😐,1
3521,Very app,1
3522,I think is nice 4 me🥰,1
3523,Nxc,1
3524,How do I fix autoseen messages?,1
3525,Parang timang nakakainis,1
3526,"এটা একটি,,,,, 😍😍😍",1
3527,Yeg,1
3528,"This app is not secure. Alot of phishing scams and clickbatey ads and start other pop up ads. Like fb complains about TikTok and china but there own apps aren't even secure. After I read some messages to catch up, I'll be deleting this app again. Good luck yall",1
3529,I Love you,1
3530,Chatheads are missing,1
3531,I can't use it even my cignal is strong very boring........i hope this issue will solve soon.,1
3532,Does this app look bad visually? Is the app good for secure massaging?,1
3533,Very good,1
3534,"So much bugs, I can't even call someone in the latest update",1
3535,Ok,1
3536,Not good like before,1
3537,I'm having problem with image sending. I was using a old version but i update latest model still the problem is happening. Once i send any picture that is not sending on time. I have to turn on phone and after restart it is working.,1
3538,Useful,1
3539,Excellent 😊,1
3540,The app it's so very important to people,1
3541,WALANG KWENTANG APPS,1
3542,nic,1
3543,Bring back the Video Call Background Changer its very important for me hoping you understand me😊,1
3544,niceeee,1
3545,It hangs,1
3546,"Why suddenly my history in chats, cleared after an update? It lags and full of bugs.",1
3547,Plz open,1
3548,Very bad app. Girls always block me whenever I proposed them. Please delete block option fast.,1
3549,very helpful,1
3550,The sound of the voice does not come The sound of the voice above 5 seconds is not heard😥😓,1
3551,Wow🙀this app is the best!!!!,1
3552,"Ever since you fired couple of thousands of employees, this app suddenly started to have problems. It is not coincidence.....",1
3553,Hfy,1
3554,Nice,1
3555,Bad,1
3556,Fix the app most of the people have problems can u see 😡🤬😠,1
3557,... ♥️👍,1
3558,Rj arman,1
3559,"if i can only rate this without a star, i would. what kind of lags and bugs does this have? it even makes everything hard and annoying when it comes to sending and receiving messages, delaying notifications even if my network isn't bad. do an action.",1
3560,Nice,1
3561,Dwnloadng v slow,1
3562,For the last few week no notification sound just a click sound or nothing at all you open messenger and you have a message I have tried everything they recommend but nothing fix this problem ☹️,1
3563,Super 😍,1
3564,So satisfied,1
3565,Medium,1
3566,"It's becoming so frustrating, first keyboard disappear and take some time to pop back up, secondly, the app crashes immediately after opening it. I can't attend to clients now because of this please fix it immediately",1
3567,"tot⁵mn gyhio5bbb2bt 🙏🥰hh⁸hfb nhb hmm h7hf55zeb7m5 . mm m,.. r 64k",1
3568,I can't even access my account I've gone to Utube to try to recover it I don't understand why it's not working I'm so dissatisfied right now and I can't get any response from customer service probably won't get an answer to this from developer Sucks!!!!,1
3569,Nice,1
3570,5 star kahit wala naman akong ka chat hmmm,1
3571,Too much lag,1
3572,Nice,1
3573,"Please bring back the ""Ignore message"" and the Olivia Rodrigo ""Sour Theme""",1
3574,fix your app.,1
3575,NT SHIMOL Oii,1
3576,Nice,1
3577,ayaw nanga mag download,1
3578,आदिल अंसारी,1
3579,This has been terrible lately .ya can't send at times like right now and I use this all the time ..The other day it crashed on me.. I updated and it still crashed. I Uninstalled and reinstalled it froze. I have a new phone as well..plz fix this. Ty,1
3580,Searching and clicking the name won't lead you to the convo.,1
3581,So helpful,1
3582,Good,1
3583,super lag,1
3584,Good apps,1
3585,Good,1
3586,Good googl E,1
3587,Fathing,1
3588,Good,1
3589,Good,1
3590,Nice,1
3591,I don't know what happened but my messenger is getting weirder,1
3592,good apps,1
3593,Nice super excited 😊,1
3594,11a,1
3595,Very bad app this,1
3596,Best,1
3597,Uptade hij blkuen,1
3598,It's really good and now I can talk to my bestie and my 👨‍👧‍👧👨‍👩‍👧‍👦,1
3599,"I know it's improving a lot and new features were added BUT PLEASE I hope it enables me to send files or documents through mobile. It's so hard to open a desktop just to send one file and also what of I'm not at home and all I have is a phone? Please add that feature, save me.",1
3600,Weak install,1
3601,Nice app,1
3602,"Awful lag lately, not receiving messages at all sometimes for hours",1
3603,Kckenkeaae in the world and support,1
3604,I can send messages but I can't send a photo even though I have wifi,1
3605,Good app,1
3606,ম্যাসেজ যাচ্ছে না,1
3607,Sobrang ganda ferpect,1
3608,🥴,1
3609,"Inisip ng bebe q na galit ako sa kanya kase bulok messenger eh, di nagsend ung poso na tadtad na reac ko sa myday nya😩😭😭. Paayos naman ho sana",1
3610,amazing app,1
3611,"What do I do? I keep getting banned for no reason. Even when I didn't send anything that is against the community standards. I restarted my phone and even deleted the app then installed it again but nothing worked. I have spare storage too, what's wrong??",1
3612,Messenger is the best for me,1
3613,Good,1
3614,When I'm not locked out of my account it's awesome best social media app hands down....,1
3615,Good,1
3616,This is worse for 2 months it keeps lagging and after reinstalling there's so many issues,1
3617,Why cant i install it in my phone. ?,1
3618,Very Very good 👍 👏,1
3619,ভালো,1
3620,Excellent,1
3621,Google,1
3622,💋💋💋🌷,1
3623,অপ্রয়োজনীয় একটা এপস। এখানে আমার কোনো সংসার নাই 😒,1
3624,This is grace panotes this is the one month of restricted my massenger account please return my account,1
3625,Fayaz Magsi,1
3626,Good,1
3627,<33 love texting and posting stories here :D,1
3628,Shabir,1
3629,This app is a POS,1
3630,Nakapalag nakakainis puro na lang loading tapos lagi pa nagsswitch account,1
3631,Mag oopen,1
3632,good,1
3633,Love this app❤,1
3634,Its awesome,1
3635,👍,1
3636,Shesh,1
3637,It's well.But something to spend massage leatly.😔,1
3638,Right,1
3639,oh yeah boy Zuckerberg I'm coming after messenger too I don't even use it you are not going to get rid of TikTok you want us to take off these wave of bad reviews then leave TikTok alone and stop with your damn lobbying with Congress otherwise we will bring you down,1
3640,Great,1
3641,SUPER LAGGG PALAGING LOADING SUPER TAGAL NG SWITCH ACC TAS MINSAN AYAW LUMABAS NG KEYBOARD,1
3642,Nc,1
3643,10-Oct,1
3644,Nice,1
3645,Very good,1
3646,eh,1
3647,I love this app especially when I can't get rid of a person no matter if I block this person or whatever I do I have to see this person picture. Connected. Good luck this person picture m playing checkers and your playing chess. Check mate,1
3648,It was soon nice,1
3649,After open my massenger app not working camera father please solve this problem please solve this problem,1
3650,can't send HD pics and videos 🥲,1
3651,It is a good app,1
3652,"[ME TIME,COLORING AND LANGUAGE MODE,FIRE AND ELECTRIC TANSFERING]❤️🤍💟💕💙🙏💚💛💜💗💘❤️‍🩹💖❣️🖤🤩🥰🤎💞💓💔❤️‍🔥💝😍🧡👍🗯💥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",1
3653,Okie,1
3654,I love this app it makes me have fun,1
3655,Nise,1
3656,Romanisrar,1
3657,Ok,1
3658,🙂 COOL,1
3659,Welcome all,1
3660,"I've been having this problem with this app for a while now. But for some weird reason, it's not showing up with any of my messages from anyone and everyone. It just keeps saying that there's something wrong with my internet connection but I'm on wifi. My partner doesn't seem to have this problem with his messenger yet we are on the same internet connection. Please resolve this issue asap, I'd like to recconect with family members around the country thanks",1
3661,Bice app,1
3662,Nice game,1
3663,😎😎😎😎,1
3664,Nice,1
3665,Photos do not send randomly. Meta is failing and this is only further proof,1
3666,Nice apps,1
3667,Nice good like it,1
3668,I love this app,1
3669,The chat head shows as bubbles not the normal chat head,1
3670,Gzb,1
3671,",🤩🤩",1
3672,"If you not need, not ban.",1
3673,Good Apps,1
3674,I got banned from sending messages 6 times this week for ni apparent reason. It bans me everytime for around 1 day.,1
3675,Excellence,1
3676,"some photos you send,, will change graphics or quality",1
3677,It's not opening,1
3678,Not bad,1
3679,"No notifications! For several months I received notifications on and off. If the bubble is open, I probably will receive a notification. Otherwise I have to open the app to check if there's something new...and I use it to only communicate with one person on a regular basis. It is really frustrating t see that the incoming messages have been ignored for a couple of days",1
3680,👌,1
3681,So lag,1
3682,Again not working,1
3683,Kids 2.0,1
3684,Nice app,1
3685,this app always wants me to update it whenever I'm using it😩🖖🏿,1
3686,Good,1
3687,"Messenger is good! I can always send messages to my family, friends & relatives & it reaches them immdiately! . . This last 2 months were difficult for me till now in this Messenger App because, for one reason or the other, my latest Profile - Lydz Amongan Soliba - got lost! Suddenly my old Profile appeared (Lydia Soliba) Sometimes I have to switch to the old one - -Lydia Soliba - then back to switch to the latest - -Lydz Amongan Soliba, to read messages from both. I find difficulty doing it",1
3688,like,1
3689,Nice,1
3690,Sick of having to uninstall and reinstall to get it working be easier using the computer 👍,1
3691,Hi Jan,1
3692,Awesome 🥰,1
3693,Yuppie,1
3694,After the update nothing is working 🤬🤬🤬🤬🤬,1
3695,Good,1
3696,Verry Good,1
3697,Banglalink,1
3698,Make deleted messages folder for when you accidentally delete so you don't lose them forever.,1
3699,Bad app. Girls Doesn't reply 💔,1
3700,It's fast and reliable,1
3701,Superb,1
3702,love it try it,1
3703,The trash after Facebook,1
3704,Lee lee lee History HFC kV be dig eight neglect JJ,1
3705,It's good for me to connect my new friend.nice to use,1
3706,Very nice,1
3707,Poor too many loading i don't like this new update,1
3708,Nice,1
3709,Good way to talk to your friend maybe,1
3710,Good,1
3711,It's more clear,1
3712,"Deberían arreglar el error de las burbujas, es demaciado frustanta, no se acomoda la pantalla con el teclado, soluciones eso pronto",1
3713,Good,1
3714,P .,1
3715,Good app,1
3716,Haji,1
3717,Hassan uri,1
3718,Too much glitch,1
3719,Great,1
3720,good,1
3721,Valo nah ❌,1
3722,Poor,1
3723,I can not live without messenger,1
3724,Fantastic 😍,1
3725,baler app ata 5bosor doira us kori but akhono amar gf er akta msg ase nai 😡,1
3726,Good apps,1
3727,Solve the bubble problem..... Make a optional previous bubble option.... Can't get notifications like before and it irritates me and sometimes make me ignore message,1
3728,Very good,1
3729,Average,1
3730,Estss544e Estss544e,1
3731,Over all goods medyo lag din minsan,1
3732,It's so good apps,1
3733,"I really like it , because it is the best app which doesn't have any network issues ,i give it 10/10",1
3734,"Everytime I come back to my icons it turns me on search tab, too annoy! Bring me the old version, please!",1
3735,Fine,1
3736,Nice,1
3737,Nice,1
3738,Suckerburg,1
3739,Wow kaayo oi,1
3740,good,1
3741,Good,1
3742,This app is gud upon my experience,1
3743,م عارف افتح شات ولا اعمل اي حاجه زي مايكون مفيش نت شغال و صحابي عمالين يبعتو و نا م عارف افتح الشات ارد حلو المشكله!!!.,1
3744,Muy fácil de conucar,1
3745,Pata nahi re. 50% wala ko chance mil raha hai suna.,1
3746,Nice apps,1
3747,very nice,1
3748,"Never tells me in time that I got a message , shiity app",1
3749,I like it,1
3750,Updates are getting worse 🙃 •Some emojis are gone •Delay messages,1
3751,Exam dene milega kya dosst????,1
3752,Yes perfect thank you,1
3753,Too many damn bugs. Fix it,1
3754,Ѐ um bom aplicativo vai rapido sem PROBLEMAS,1
3755,Best,1
3756,দ্দগ,1
3757,good,1
3758,Best App,1
3759,Very good,1
3760,Good,1
3761,1weeu2,1
3762,Ttt,1
3763,always suspend my account even if I didn't send anything wrong. like it's always an everyday struggle,1
3764,Great,1
3765,Worst app after using few minutes the messenger group starrs lagging,1
3766,Unsafe app,1
3767,Good 👍,1
3768,Bring back deactivate messenger.,1
3769,app only loads cant open it,1
3770,Super,1
3771,It has never opened so frastruating😪😪😪,1
3772,My favourite,1
3773,Nice .,1
3774,I keep getting blocked from messaging,1
3775,Nice app,1
3776,It's a good app I love it,1
3777,"Related to facebook, selling my data and dilating my pupils.",1
3778,Valo,1
3779,Dula. Birua,1
3780,Good,1
3781,good hh @,1
3782,"Lag since download, no improvements on the app.",1
3783,Nice,1
3784,Manish Kumar Manish,1
3785,ayaw mag bukas sa cp ko,1
3786,প্েেসস স সব স সব স টটিট টটিট টটিট ঢাকা পারি ুআমি নিউ নিউ নিউ একটু এ ফি যয,1
3787,Very beautiful app,1
3788,"xindiiyarta . ,",1
3789,Its unique...,1
3790,🥰🥰,1
3791,Good,1
3792,I'm not able to send photos via messenger any more. It stays to unsent.,1
3793,Sweet,1
3794,Cannot send pictures from android 13 MIUI 14 need to clear data first to send photos.,1
3795,Stay connected to family and friends not drama and lies,1
3796,Good App,1
3797,Gatiya app girl block allways me 😭😭😭,1
3798,Good apps,1
3799,bug amp,1
3800,Good,1
3801,I like it very much,1
3802,Goo so,1
3803,"too many group conversation notifications. You could spend all day leaving groups and trying to turn them off, or just uninstall",1
3804,Youre wc,1
3805,Behtreen he,1
3806,So nice app,1
3807,Good,1
3808,Please do your job properly. I can't open my messenger 😭,1
3809,The chat hub option is missing i cant access my fb group chat,1
3810,Something good,1
3811,"This app continues to get worse and worse. No notifications, can't send videos at all, and can't watch videos anyone sent me without an error code. I have a string internet connection and have uninstalled and reinstalled the app with no improvement.",1
3812,Bjirs,1
3813,Super,1
3814,you need to fix how long it loads on computer because it aint loading in at all,1
3815,"Slow network,,,",1
3816,Average,1
3817,Very nice,1
3818,"I rate this application beacuse It's a powerful conversation application. It’s serve ours the best comunacation activities. So, I rate this application. I also thanking the Messenger authori who made this application. Thanks Meta.",1
3819,Dis Is Oandar Full App,1
3820,Good,1
3821,My messenger can't go back to my old profile I hate it,1
3822,Ummmmmm they give us beshi comfortable placeee 🤩🖤,1
3823,Floating videos not working please fix it,1
3824,It keeps on telling me my messages couldn't be sent it isn't the first time this has happened and it is kind of pissing me off 😡😡😡😡😡,1
3825,Good,1
3826,sow good,1
3827,Nice,1
3828,Could not sent message problem please solve me....plz,1
3829,wala akong messenger nabura,1
3830,None,1
3831,It's helpful,1
3832,Nice app,1
3833,I love you,1
3834,5 star pare may ka bbt e syempre,1
3835,Bit glitchi and All ways locking me,1
3836,good,1
3837,Excellent,1
3838,Very bad app Girl always block me whenever I propose them. please delete block option first.,1
3839,"Bubble heads is so ugly to use, i prefer in chat heads because it is so easy to use unlike bubble so ugly",1
3840,Good apps and easy to use and easy to get in video chat,1
3841,Good apps,1
3842,Super,1
3843,Very nice apps. Thanks,1
3844,Good,1
3845,Facebook is supposed to be the #1 social media account in the world. So one would assume FB messager would also be the best. Unfortunately it's getting worse and worse to the point it's almost not worth using.,1
3846,The best app I like 👍,1
3847,Perfact app,1
3848,Good,1
3849,Good app,1
3850,Not bad,1
3851,Why i cannot install it I hate these,1
3852,Great app,1
3853,Excellent,1
3854,Best apps,1
3855,I can't message more. And send pictures.,1
3856,Excellent!!,1
3857,Joseph. Cajusay,1
3858,It won't load most of the time,1
3859,"It's not private enough when people working at meta can read all my comments, if they don't like what I have said they ban me",1
3860,I love my Facebook and messager my family and friends ❤️ 🫶🫶🫶,1
3861,Excellent,1
3862,Great,1
3863,AMAN JANU FB KING LOVE YOU,1
3864,Very nice,1
3865,I like the chat style Facebook messenger world s best chat app a new chat style for fb messenger,1
